lead_id,company,industry,source,budget,engagement_score,status,created_date,salesperson
LEAD-00672,Stratosphere Technologies,Media & Entertainment,Referral,35000.0,71.2,Negotiation,2025-10-24,Sarah Jenkins
LEAD-00673,Omni Global,Telecommunications,LinkedIn Campaign,8000.0,55.9,Won,2026-06-12,Sarah Jenkins
LEAD-00674,CoreTech Partners,Professional Services & Consulting,Inbound Demo Request,35000.0,70.4,Proposal Sent,2026-08-21,Alex Rivera
LEAD-00675,Hyperion Digital,Telecommunications,Inbound Demo Request,60000.0,74.5,Negotiation,2026-06-27,Sarah Jenkins
LEAD-00676,Hyperion Labs,Retail & E-Commerce,LinkedIn Campaign,45000.0,80.7,Proposal Sent,2026-08-12,Sarah Jenkins
LEAD-00677,Stratosphere Technologies,Professional Services & Consulting,Webinar,20000.0,59.9,Contacted,2026-07-24,Sarah Jenkins
LEAD-00678,Beacon Enterprises,SaaS & Cloud Software,Inbound Demo Request,15000.0,79.6,Qualified,2025-11-07,David Kim
LEAD-00679,Vertex Health,Financial Services & FinTech,Inbound Demo Request,35000.0,76.5,Won,2026-04-23,Emily Watson
LEAD-00680,CoreTech Technologies,Telecommunications,LinkedIn Campaign,8000.0,37.1,Proposal Sent,2025-10-20,David Kim
LEAD-00681,Vanguard Innovations,Retail & E-Commerce,Partner Channel,5000.0,32.7,Contacted,2026-05-11,David Kim
LEAD-00682,Quantum Digital,SaaS & Cloud Software,Cold Outreach,12000.0,69.7,Qualified,2026-06-13,Alex Rivera
LEAD-00683,Zenith Solutions,Financial Services & FinTech,Organic Search,5000.0,35.2,New,2026-07-08,Priya Patel
LEAD-00684,Apex Health,Financial Services & FinTech,Organic Search,5000.0,31.0,Contacted,2026-07-09,Michael Chang
LEAD-00685,Horizon Solutions,Telecommunications,LinkedIn Campaign,8000.0,85.4,Qualified,2026-07-28,Alex Rivera
LEAD-00686,Solstice Systems,Manufacturing & Industrial,Partner Channel,5000.0,43.1,New,2025-10-08,Priya Patel
LEAD-00687,Cognitive Analytics,SaaS & Cloud Software,Cold Outreach,5000.0,49.8,Qualified,2025-10-30,Michael Chang
LEAD-00688,Elevate Partners,Manufacturing & Industrial,Organic Search,5000.0,55.7,Contacted,2026-05-07,Emily Watson
LEAD-00689,Vanguard Dynamics,Media & Entertainment,LinkedIn Campaign,8000.0,41.2,Lost,2026-02-11,Sarah Jenkins
LEAD-00690,Stratosphere Global,Financial Services & FinTech,Cold Outreach,5000.0,51.8,Lost,2026-07-31,David Kim
LEAD-00691,Vanguard Dynamics,Media & Entertainment,Organic Search,25000.0,32.2,New,2025-11-14,Alex Rivera
LEAD-00692,Aegis Analytics,Telecommunications,Cold Outreach,25000.0,41.9,Lost,2026-01-17,David Kim
LEAD-00693,Meridian Innovations,Healthcare & Life Sciences,LinkedIn Campaign,20000.0,62.3,Qualified,2026-01-24,Michael Chang
LEAD-00694,Vanguard Analytics,Media & Entertainment,Inbound Demo Request,60000.0,55.0,Proposal Sent,2026-05-14,David Kim
LEAD-00695,Meridian Digital,Professional Services & Consulting,Webinar,20000.0,79.3,Proposal Sent,2026-08-18,Michael Chang
LEAD-00696,Prism Dynamics,Financial Services & FinTech,LinkedIn Campaign,8000.0,70.7,Lost,2026-06-19,Sarah Jenkins
LEAD-00697,Starlight Partners,Financial Services & FinTech,LinkedIn Campaign,8000.0,64.2,Qualified,2026-04-20,David Kim
LEAD-00698,Omni Digital,Professional Services & Consulting,Partner Channel,5000.0,81.0,Qualified,2026-01-01,David Kim
LEAD-00699,Synapse Partners,Telecommunications,Webinar,8000.0,60.4,Proposal Sent,2026-03-28,Michael Chang
LEAD-00700,Zenith Health,Retail & E-Commerce,Inbound Demo Request,15000.0,77.9,Proposal Sent,2025-12-22,Michael Chang
LEAD-00701,Elevate Technologies,Professional Services & Consulting,Inbound Demo Request,15000.0,75.3,Proposal Sent,2025-11-13,Alex Rivera
LEAD-00702,Acro Innovations,Retail & E-Commerce,Partner Channel,5000.0,53.3,Lost,2026-01-25,David Kim
LEAD-00703,Nexus Enterprises,Professional Services & Consulting,Inbound Demo Request,35000.0,98.4,Won,2026-02-12,Sarah Jenkins
LEAD-00704,Starlight Solutions,Retail & E-Commerce,Referral,35000.0,60.3,Won,2026-05-12,Sarah Jenkins
LEAD-00705,Vertex Technologies,Media & Entertainment,Cold Outreach,12000.0,62.5,New,2026-01-20,Priya Patel
LEAD-00706,Synapse Global,SaaS & Cloud Software,Organic Search,12000.0,64.0,Contacted,2026-04-18,David Kim
LEAD-00707,Prism Analytics,Financial Services & FinTech,Webinar,8000.0,40.1,Proposal Sent,2025-09-07,Emily Watson
LEAD-00708,Stratosphere Health,Healthcare & Life Sciences,Cold Outreach,12000.0,73.4,Contacted,2026-07-31,Emily Watson
LEAD-00709,Zenith Global,Telecommunications,Partner Channel,5000.0,35.7,Lost,2026-02-05,Michael Chang
LEAD-00710,Starlight Logistics,Financial Services & FinTech,Inbound Demo Request,120000.0,75.4,Won,2026-07-24,David Kim
LEAD-00711,Stratosphere Labs,Media & Entertainment,Inbound Demo Request,35000.0,87.0,Won,2026-07-25,Sarah Jenkins
LEAD-00712,Stratosphere Health,Retail & E-Commerce,LinkedIn Campaign,8000.0,95.0,Won,2026-05-24,Priya Patel
LEAD-00713,Vanguard Digital,Financial Services & FinTech,Cold Outreach,5000.0,49.8,Contacted,2026-05-07,Alex Rivera
LEAD-00714,Starlight Labs,Professional Services & Consulting,Cold Outreach,12000.0,55.5,Qualified,2025-12-04,Michael Chang
LEAD-00715,Elevate Analytics,SaaS & Cloud Software,LinkedIn Campaign,20000.0,58.1,Lost,2026-03-07,Michael Chang
LEAD-00716,Quantum Enterprises,Media & Entertainment,LinkedIn Campaign,8000.0,41.3,Qualified,2026-01-24,Emily Watson
LEAD-00717,Prism Technologies,SaaS & Cloud Software,Webinar,20000.0,57.6,Contacted,2026-07-23,David Kim
LEAD-00718,Beacon Analytics,Retail & E-Commerce,Inbound Demo Request,35000.0,66.3,Won,2025-11-02,Sarah Jenkins
LEAD-00719,Pinnacle Labs,SaaS & Cloud Software,LinkedIn Campaign,20000.0,53.2,Qualified,2025-09-11,Alex Rivera
LEAD-00720,Starlight Solutions,Professional Services & Consulting,Referral,15000.0,81.5,Qualified,2025-12-21,Michael Chang
LEAD-00721,Meridian Capital,Healthcare & Life Sciences,Cold Outreach,5000.0,46.5,Lost,2026-08-13,Michael Chang
LEAD-00722,Catalyst Global,Telecommunications,Referral,60000.0,61.4,Proposal Sent,2025-09-16,Alex Rivera
LEAD-00723,Horizon Logistics,Healthcare & Life Sciences,Cold Outreach,12000.0,15.9,New,2026-01-11,Michael Chang
LEAD-00724,Nexus Partners,Healthcare & Life Sciences,Partner Channel,12000.0,49.8,New,2026-03-29,Priya Patel
LEAD-00725,Acro Digital,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,52.1,Won,2026-02-18,Priya Patel
LEAD-00726,Starlight Enterprises,SaaS & Cloud Software,LinkedIn Campaign,8000.0,28.1,Qualified,2025-12-09,Michael Chang
LEAD-00727,Meridian Labs,SaaS & Cloud Software,Partner Channel,5000.0,36.4,Qualified,2026-01-30,David Kim
LEAD-00728,Acro Technologies,Retail & E-Commerce,Organic Search,12000.0,42.2,Lost,2026-01-14,David Kim
LEAD-00729,Vertex Logistics,Telecommunications,Inbound Demo Request,60000.0,67.8,Proposal Sent,2026-02-19,Sarah Jenkins
LEAD-00730,Meridian Digital,Manufacturing & Industrial,Referral,35000.0,60.5,Qualified,2025-12-08,Alex Rivera
LEAD-00731,Meridian Digital,Professional Services & Consulting,Inbound Demo Request,60000.0,70.1,Proposal Sent,2026-04-17,David Kim
LEAD-00732,Meridian Health,Retail & E-Commerce,Webinar,8000.0,44.8,Qualified,2026-01-05,Alex Rivera
LEAD-00733,CoreTech Technologies,Professional Services & Consulting,Referral,35000.0,85.2,Proposal Sent,2026-04-23,Sarah Jenkins
LEAD-00734,Nexus Labs,Retail & E-Commerce,Inbound Demo Request,120000.0,58.0,Proposal Sent,2026-08-28,Alex Rivera
LEAD-00735,Beacon Innovations,Telecommunications,Inbound Demo Request,60000.0,76.1,Negotiation,2025-11-24,Sarah Jenkins
LEAD-00736,Meridian Innovations,Retail & E-Commerce,Cold Outreach,12000.0,14.7,Contacted,2025-11-22,Michael Chang
LEAD-00737,Omni Digital,Healthcare & Life Sciences,Webinar,8000.0,57.5,Lost,2026-01-27,Alex Rivera
LEAD-00738,Stratosphere Partners,Telecommunications,Referral,60000.0,92.8,Negotiation,2026-02-16,Emily Watson
LEAD-00739,Starlight Digital,Retail & E-Commerce,Webinar,20000.0,68.4,Contacted,2025-10-17,Michael Chang
LEAD-00740,Acro Dynamics,Telecommunications,Partner Channel,12000.0,13.2,New,2025-12-15,Priya Patel
LEAD-00741,Aura Systems,Healthcare & Life Sciences,Referral,15000.0,60.3,Proposal Sent,2026-06-12,Michael Chang
LEAD-00742,Hyperion Health,Professional Services & Consulting,Partner Channel,5000.0,13.0,Lost,2025-11-15,Emily Watson
LEAD-00743,Vertex Digital,Media & Entertainment,Inbound Demo Request,60000.0,51.8,Won,2026-08-05,Sarah Jenkins
LEAD-00744,Solstice Capital,Professional Services & Consulting,Cold Outreach,5000.0,65.1,New,2026-01-04,Michael Chang
LEAD-00745,Horizon Digital,Financial Services & FinTech,Partner Channel,12000.0,43.2,Lost,2025-09-10,David Kim
LEAD-00746,Hyperion Global,Retail & E-Commerce,Partner Channel,5000.0,49.9,Qualified,2026-04-26,Priya Patel
LEAD-00747,CoreTech Logistics,SaaS & Cloud Software,Inbound Demo Request,15000.0,92.6,Proposal Sent,2026-05-07,David Kim
LEAD-00748,Omni Solutions,Healthcare & Life Sciences,Organic Search,5000.0,36.8,Won,2025-12-11,Michael Chang
LEAD-00749,Meridian Dynamics,Retail & E-Commerce,LinkedIn Campaign,8000.0,36.5,Qualified,2025-10-11,Alex Rivera
LEAD-00750,Stratosphere Technologies,Manufacturing & Industrial,Organic Search,12000.0,12.9,Contacted,2026-08-03,Michael Chang
LEAD-00751,Horizon Digital,Retail & E-Commerce,Cold Outreach,12000.0,24.0,Contacted,2026-07-17,Sarah Jenkins
LEAD-00752,Cognitive Logistics,Retail & E-Commerce,Webinar,20000.0,56.1,Contacted,2025-11-24,Sarah Jenkins
LEAD-00753,Solstice Health,Retail & E-Commerce,Webinar,8000.0,49.7,Contacted,2026-03-03,Priya Patel
LEAD-00754,CoreTech Global,Telecommunications,LinkedIn Campaign,20000.0,76.3,Qualified,2026-04-15,Priya Patel
LEAD-00755,Prism Analytics,SaaS & Cloud Software,Organic Search,5000.0,47.4,New,2025-10-03,Michael Chang
LEAD-00756,Aura Analytics,Financial Services & FinTech,Cold Outreach,12000.0,27.7,Qualified,2025-09-30,David Kim
LEAD-00757,Cognitive Global,Financial Services & FinTech,Webinar,20000.0,56.8,Contacted,2026-04-28,Priya Patel
LEAD-00758,Aura Logistics,SaaS & Cloud Software,LinkedIn Campaign,20000.0,87.0,Qualified,2026-08-07,David Kim
LEAD-00759,Catalyst Analytics,SaaS & Cloud Software,LinkedIn Campaign,8000.0,65.9,Won,2025-12-10,Sarah Jenkins
LEAD-00760,Vanguard Technologies,SaaS & Cloud Software,Webinar,20000.0,37.6,Proposal Sent,2025-11-08,Priya Patel
LEAD-00761,Velocity Capital,Media & Entertainment,Partner Channel,12000.0,53.7,Qualified,2025-11-18,Michael Chang
LEAD-00762,Synapse Analytics,Healthcare & Life Sciences,Inbound Demo Request,35000.0,63.7,Proposal Sent,2026-02-09,Michael Chang
LEAD-00763,Prism Technologies,Telecommunications,Partner Channel,12000.0,35.5,New,2026-08-28,Michael Chang
LEAD-00764,Stratosphere Innovations,Financial Services & FinTech,LinkedIn Campaign,20000.0,57.9,Contacted,2025-10-20,Sarah Jenkins
LEAD-00765,Acro Solutions,Financial Services & FinTech,Partner Channel,25000.0,41.4,Contacted,2026-06-19,David Kim
LEAD-00766,Hyperion Dynamics,Financial Services & FinTech,Webinar,8000.0,57.5,Lost,2026-03-15,Sarah Jenkins
LEAD-00767,Acro Dynamics,Manufacturing & Industrial,LinkedIn Campaign,8000.0,56.6,Contacted,2026-05-23,Priya Patel
LEAD-00768,Vertex Systems,Healthcare & Life Sciences,Cold Outreach,5000.0,63.6,Contacted,2026-08-09,Priya Patel
LEAD-00769,Starlight Labs,SaaS & Cloud Software,Referral,120000.0,76.0,Won,2025-12-07,Sarah Jenkins
LEAD-00770,Starlight Solutions,Professional Services & Consulting,Partner Channel,5000.0,39.2,New,2026-07-01,Michael Chang
LEAD-00771,Apex Capital,Media & Entertainment,Organic Search,5000.0,19.0,New,2026-02-20,David Kim
LEAD-00772,Catalyst Technologies,Manufacturing & Industrial,Webinar,8000.0,63.8,Proposal Sent,2026-05-02,Michael Chang
LEAD-00773,Pinnacle Analytics,SaaS & Cloud Software,Organic Search,12000.0,33.3,Contacted,2026-03-04,Emily Watson
LEAD-00774,Acro Systems,Telecommunications,Inbound Demo Request,35000.0,80.7,Won,2025-11-09,Michael Chang
LEAD-00775,Quantum Enterprises,SaaS & Cloud Software,Webinar,45000.0,49.0,Qualified,2026-07-10,Alex Rivera
LEAD-00776,Beacon Health,Professional Services & Consulting,LinkedIn Campaign,8000.0,49.5,Won,2025-10-20,Alex Rivera
LEAD-00777,CoreTech Technologies,Retail & E-Commerce,Partner Channel,12000.0,36.1,Contacted,2025-11-06,Michael Chang
LEAD-00778,Zenith Logistics,Telecommunications,Referral,35000.0,84.8,Won,2026-06-01,Priya Patel
LEAD-00779,Horizon Technologies,Healthcare & Life Sciences,Partner Channel,5000.0,56.1,Contacted,2025-12-20,David Kim
LEAD-00780,Hyperion Labs,Manufacturing & Industrial,Partner Channel,12000.0,47.2,Lost,2025-12-05,David Kim
LEAD-00781,Horizon Labs,Retail & E-Commerce,Webinar,8000.0,58.7,Contacted,2025-09-27,Emily Watson
LEAD-00782,Meridian Partners,Healthcare & Life Sciences,Referral,35000.0,91.7,Won,2026-01-07,Sarah Jenkins
LEAD-00783,Solstice Systems,Financial Services & FinTech,Partner Channel,5000.0,41.2,New,2026-03-30,Priya Patel
LEAD-00784,Aegis Solutions,Media & Entertainment,Organic Search,5000.0,44.8,New,2025-12-24,Priya Patel
LEAD-00785,Vanguard Technologies,Media & Entertainment,Webinar,8000.0,30.7,Contacted,2026-08-19,Priya Patel
LEAD-00786,Apex Enterprises,Telecommunications,Cold Outreach,5000.0,10.7,New,2025-09-07,David Kim
LEAD-00787,Quantum Capital,Healthcare & Life Sciences,Referral,35000.0,65.7,Qualified,2025-12-01,Michael Chang
LEAD-00788,Vertex Dynamics,Healthcare & Life Sciences,Organic Search,12000.0,32.4,Lost,2025-11-09,Sarah Jenkins
LEAD-00789,Pinnacle Partners,Manufacturing & Industrial,Webinar,8000.0,62.2,Won,2026-04-09,Sarah Jenkins
LEAD-00790,Omni Digital,Retail & E-Commerce,Organic Search,5000.0,16.8,New,2025-12-20,Priya Patel
LEAD-00791,Velocity Global,Telecommunications,Webinar,45000.0,57.9,Lost,2025-11-16,Sarah Jenkins
LEAD-00792,Prism Global,Media & Entertainment,Cold Outreach,5000.0,50.2,New,2025-09-27,Sarah Jenkins
LEAD-00793,Omni Digital,Financial Services & FinTech,Cold Outreach,5000.0,58.2,New,2025-09-30,Sarah Jenkins
LEAD-00794,Catalyst Solutions,Telecommunications,Inbound Demo Request,15000.0,76.7,Qualified,2026-01-17,Emily Watson
LEAD-00795,Cognitive Innovations,Professional Services & Consulting,Webinar,20000.0,58.9,Qualified,2026-02-05,David Kim
LEAD-00796,Hyperion Labs,Financial Services & FinTech,Partner Channel,5000.0,5.0,New,2026-06-05,Sarah Jenkins
LEAD-00797,Zenith Solutions,Healthcare & Life Sciences,Organic Search,5000.0,31.4,New,2025-09-11,Emily Watson
LEAD-00798,Omni Logistics,SaaS & Cloud Software,LinkedIn Campaign,8000.0,49.0,Won,2025-10-13,David Kim
LEAD-00799,Horizon Health,SaaS & Cloud Software,LinkedIn Campaign,20000.0,62.1,Contacted,2026-05-08,Sarah Jenkins
LEAD-00800,Acro Analytics,Manufacturing & Industrial,Referral,15000.0,88.3,Proposal Sent,2026-06-18,David Kim
LEAD-00801,Horizon Systems,Healthcare & Life Sciences,Webinar,8000.0,55.3,Won,2026-08-23,Alex Rivera
LEAD-00802,Solstice Dynamics,Financial Services & FinTech,Inbound Demo Request,15000.0,85.2,Won,2026-07-10,Sarah Jenkins
LEAD-00803,Hyperion Solutions,Professional Services & Consulting,Webinar,8000.0,55.3,Contacted,2026-03-12,Alex Rivera
LEAD-00804,Omni Logistics,Retail & E-Commerce,Referral,60000.0,76.7,Qualified,2025-12-24,Emily Watson
LEAD-00805,Zenith Digital,Financial Services & FinTech,Partner Channel,5000.0,36.8,Lost,2026-01-26,Alex Rivera
LEAD-00806,Hyperion Partners,Healthcare & Life Sciences,Organic Search,25000.0,33.3,New,2026-07-21,Emily Watson
LEAD-00807,Vertex Analytics,Media & Entertainment,Partner Channel,5000.0,22.6,New,2026-06-10,Sarah Jenkins
LEAD-00808,Solstice Innovations,SaaS & Cloud Software,LinkedIn Campaign,20000.0,60.1,Won,2026-06-30,Michael Chang
LEAD-00809,Quantum Health,Media & Entertainment,Inbound Demo Request,35000.0,84.0,Negotiation,2026-01-09,Emily Watson
LEAD-00810,Vanguard Dynamics,SaaS & Cloud Software,Webinar,20000.0,66.9,Contacted,2026-08-13,Emily Watson
LEAD-00811,Apex Analytics,Financial Services & FinTech,Cold Outreach,5000.0,27.8,New,2026-04-24,Michael Chang
LEAD-00812,Cognitive Digital,Media & Entertainment,Referral,60000.0,77.5,Qualified,2026-08-23,Alex Rivera
LEAD-00813,Acro Partners,Retail & E-Commerce,Cold Outreach,5000.0,85.0,New,2026-07-22,Michael Chang
LEAD-00814,Catalyst Analytics,Telecommunications,Inbound Demo Request,15000.0,47.5,Won,2026-07-04,Emily Watson
LEAD-00815,Pinnacle Logistics,Manufacturing & Industrial,Referral,35000.0,99.0,Lost,2026-01-29,Priya Patel
LEAD-00816,Prism Solutions,Manufacturing & Industrial,Inbound Demo Request,35000.0,52.3,Negotiation,2025-11-02,Sarah Jenkins
LEAD-00817,Zenith Health,Healthcare & Life Sciences,Partner Channel,5000.0,17.1,New,2026-05-21,David Kim
LEAD-00818,Stratosphere Dynamics,Healthcare & Life Sciences,Inbound Demo Request,120000.0,81.4,Proposal Sent,2026-02-13,Alex Rivera
LEAD-00819,Cognitive Enterprises,Media & Entertainment,Cold Outreach,12000.0,60.4,Won,2026-08-19,Priya Patel
LEAD-00820,Horizon Technologies,SaaS & Cloud Software,Referral,35000.0,75.3,Proposal Sent,2026-06-30,Michael Chang
LEAD-00821,Apex Labs,Telecommunications,LinkedIn Campaign,45000.0,64.9,Contacted,2026-07-16,Sarah Jenkins
LEAD-00822,Catalyst Partners,Telecommunications,Inbound Demo Request,15000.0,67.1,Proposal Sent,2026-01-07,Emily Watson
LEAD-00823,Stratosphere Global,Professional Services & Consulting,LinkedIn Campaign,8000.0,60.6,Qualified,2026-04-09,David Kim
LEAD-00824,Solstice Logistics,SaaS & Cloud Software,Cold Outreach,12000.0,57.7,New,2026-06-11,Sarah Jenkins
LEAD-00825,Nexus Health,Media & Entertainment,Cold Outreach,5000.0,55.7,Contacted,2025-09-16,Alex Rivera
LEAD-00826,Omni Capital,Healthcare & Life Sciences,Partner Channel,5000.0,26.2,Lost,2026-08-02,Sarah Jenkins
LEAD-00827,Omni Innovations,SaaS & Cloud Software,Organic Search,5000.0,56.2,Lost,2025-11-24,Emily Watson
LEAD-00828,Stratosphere Dynamics,Telecommunications,Inbound Demo Request,35000.0,56.5,Proposal Sent,2026-08-24,Emily Watson
LEAD-00829,Stratosphere Technologies,Professional Services & Consulting,LinkedIn Campaign,20000.0,67.7,Qualified,2025-10-14,Alex Rivera
LEAD-00830,Aura Innovations,Media & Entertainment,Webinar,8000.0,76.5,Qualified,2025-11-10,Alex Rivera
LEAD-00831,Stratosphere Analytics,SaaS & Cloud Software,Partner Channel,5000.0,38.4,Contacted,2025-11-17,Sarah Jenkins
LEAD-00832,Omni Enterprises,Healthcare & Life Sciences,Inbound Demo Request,35000.0,40.2,Won,2025-10-23,Priya Patel
LEAD-00833,Horizon Capital,Retail & E-Commerce,Organic Search,5000.0,37.7,Contacted,2026-04-09,David Kim
LEAD-00834,Stratosphere Solutions,Telecommunications,Referral,15000.0,87.0,Won,2025-12-02,Michael Chang
LEAD-00835,Elevate Global,SaaS & Cloud Software,Partner Channel,12000.0,19.2,Contacted,2026-07-02,Sarah Jenkins
LEAD-00836,Stratosphere Systems,SaaS & Cloud Software,LinkedIn Campaign,8000.0,56.7,Qualified,2025-09-09,Emily Watson
LEAD-00837,Synapse Global,Healthcare & Life Sciences,Partner Channel,5000.0,54.5,Lost,2026-01-13,Alex Rivera
LEAD-00838,Solstice Analytics,Professional Services & Consulting,Referral,120000.0,56.7,Negotiation,2026-06-29,Michael Chang
LEAD-00839,Catalyst Systems,Healthcare & Life Sciences,Inbound Demo Request,35000.0,54.6,Proposal Sent,2025-09-28,David Kim
LEAD-00840,Hyperion Partners,Retail & E-Commerce,Partner Channel,5000.0,51.1,Lost,2026-02-04,Michael Chang
LEAD-00841,Aura Digital,SaaS & Cloud Software,Webinar,20000.0,67.8,Qualified,2026-08-04,Priya Patel
LEAD-00842,Aegis Analytics,Telecommunications,Partner Channel,5000.0,39.0,Qualified,2025-10-02,David Kim
LEAD-00843,Zenith Capital,Professional Services & Consulting,Partner Channel,5000.0,54.6,Contacted,2026-01-19,David Kim
LEAD-00844,Stratosphere Health,Media & Entertainment,Webinar,20000.0,45.5,Contacted,2026-05-20,Michael Chang
LEAD-00845,Quantum Labs,SaaS & Cloud Software,Partner Channel,5000.0,22.6,Contacted,2026-03-18,David Kim
LEAD-00846,Pinnacle Global,Retail & E-Commerce,Referral,60000.0,82.9,Lost,2026-07-12,Emily Watson
LEAD-00847,Synapse Capital,Professional Services & Consulting,Inbound Demo Request,60000.0,82.8,Lost,2026-07-01,Michael Chang
LEAD-00848,Vertex Capital,Professional Services & Consulting,Inbound Demo Request,120000.0,78.8,Won,2026-07-15,Michael Chang
LEAD-00849,Vanguard Health,Retail & E-Commerce,Organic Search,5000.0,13.7,Contacted,2026-06-13,Alex Rivera
LEAD-00850,Omni Innovations,Healthcare & Life Sciences,Webinar,8000.0,56.0,Proposal Sent,2026-06-28,David Kim
